,suburb,Count,price,yield,cagr,ptype,total_income
124,Thomastown,229.5,420000,0.039619047619047616,0.052617404836096116,H,0.09223645245514372
125,Lalor,229.5,385000,0.04322077922077922,0.05832123316496918,H,0.10154201238574839
126,Thornbury,160.0,840000,0.030952380952380953,0.06537838427000131,H,0.09633076522238226
127,Whittlesea,378.0,375000,0.04576,0.057557050338252314,H,0.10331705033825231
128,Bayswater,221.0,525000,0.034666666666666665,0.06752071260608083,H,0.1021873792727475
129,Boronia,237.0,500500,0.03636363636363636,0.06006137099404474,H,0.0964250073576811
130,Croydon,473.5,525000,0.03565714285714286,0.06330154211226269,H,0.09895868496940555
131,Lilydale,473.5,480000,0.039,0.05716902677373592,H,0.09616902677373593
132,Ferntree Gully,275.0,505000,0.03706930693069307,0.06177439937867524,H,0.09884370630936831
133,Ringwood,377.0,660000,0.029545454545454545,0.05970971939812286,H,0.0892551739435774
134,Rowville,225.0,617500,0.032,0.05786365664915394,H,0.08986365664915394
135,Wantirna,229.5,667500,0.028823970037453184,0.06573371585498178,H,0.09455768589243496
136,Scoresby,229.5,570000,0.03375438596491228,0.06834130025242136,H,0.10209568621733364
137,Berwick,790.0,487500,0.03626666666666667,0.0583453931610074,H,0.09461205982767407
138,Cranbourne,1472.0,331500,0.05019607843137255,0.05969576155461764,H,0.1098918399859902
139,Dandenong,429.0,439000,0.040391799544419134,0.05694414974039175,H,0.09733594928481087
140,Dandenong North,328.5,415500,0.040048134777376655,0.05932115593831622,H,0.09936929071569287
141,Endeavour Hills,328.5,432000,0.03851851851851852,0.0570466864279664,H,0.09556520494648492
142,Narre Warren,610.5,386000,0.044455958549222796,0.06259337395256015,H,0.10704933250178295
143,Hampton Park,610.5,337500,0.05084444444444444,0.05460097890227722,H,0.10544542334672166
144,Noble Park,336.0,440000,0.039,0.06037202149132925,H,0.09937202149132926
145,Pakenham,1027.0,350000,0.04605714285714286,0.047476262472210484,H,0.09353340532935334
146,Springvale,562.0,530000,0.033358490566037735,0.06177590363974028,H,0.09513439420577802
147,Dromana,434.5,492000,0.03329268292682927,0.06393449744304536,H,0.09722718036987463
148,Portsea,434.5,1305000,0.012551724137931035,0.058922539797716,H,0.07147426393564704
149,Frankston,891.0,372000,0.044731182795698925,0.06303892444696135,H,0.10777010724266028
150,Hastings,162.5,368000,0.04521739130434783,0.05366590265087878,H,0.0988832939552266
151,Flinders,162.5,808000,0.020594059405940595,0.09811422417237559,H,0.11870828357831618
152,Mornington,140.0,558000,0.03634408602150538,0.06467090703419576,H,0.10101499305570114
153,Seaford,422.5,450000,0.036977777777777776,0.0631665269497994,H,0.10014430472757718
154,Carrum Downs,422.5,346000,0.048092485549132945,0.06075776710442815,H,0.1088502526535611
155,Belmont,336.5,362000,0.048839779005524865,0.06586058240358761,H,0.11470036140911247
156,Grovedale,336.5,362000,0.048839779005524865,0.056308690061339206,H,0.10514846906686406
157,Corio,508.0,242000,0.05371900826446281,0.060630399842388494,H,0.1143494081068513
158,Geelong,223.0,512000,0.03046875,0.06322893949828501,H,0.09369768949828501
159,Herne Hill,130.0,357000,0.049523809523809526,0.06669024286483638,H,0.1162140523886459
160,Geelong West,130.0,469000,0.03769722814498934,0.06864853909990165,H,0.10634576724489099
161,Lara,165.0,340000,0.049705882352941176,0.0586312667401252,H,0.10833714909306638
162,North Geelong,376.0,301000,0.051827242524916946,0.07306815110981457,H,0.12489539363473151
163,Mount Clear,44.5,288000,0.05416666666666667,0.05325400417756465,H,0.10742067084423132
164,Buninyong,44.5,385000,0.04051948051948052,0.058115276509070446,H,0.09863475702855096
165,Sebastopol,163.5,235500,0.05740976645435244,0.0403931144714369,H,0.09780288092578934
166,Delacombe,163.5,292000,0.0463013698630137,0.04137974399241062,H,0.08768111385542432
167,Wendouree,275.0,247000,0.05894736842105263,0.050338040057319455,H,0.10928540847837209
168,Alfredton,275.0,362000,0.04022099447513812,0.04812238946895775,H,0.08834338394409587
169,Bendigo,218.0,376500,0.039362549800796814,0.05978591390689347,H,0.09914846370769029
170,Flora Hill,186.0,323500,0.0482225656877898,0.0509980750412109,H,0.09922064072900069
171,Golden Square,170.5,305000,0.04944262295081967,0.043079488594836235,H,0.0925221115456559
172,Kangaroo Flat,170.5,300000,0.05026666666666667,0.03851386621770314,H,0.08878053288436981
173,North Bendigo,402.0,280000,0.052,0.046650328434240995,H,0.09865032843424099
174,Bairnsdale,198.0,244000,0.05881967213114754,0.023126673032388467,H,0.08194634516353601
175,Benalla,163.0,235500,0.055201698513800426,0.03280390262395594,H,0.08800560113775636
176,Castlemaine,99.0,369500,0.04503382949932341,0.07385666338184627,H,0.11889049288116968
177,Echuca,198.0,285000,0.052,0.037925434112240586,H,0.08992543411224058
178,Hamilton,148.0,200000,0.065,0.012030108207657264,H,0.07703010820765727
179,Horsham,314.0,215000,0.06288372093023256,0.0430395036473763,H,0.10592322457760886
180,Mildura,581.0,245000,0.05624489795918367,0.04222331254582623,H,0.0984682105050099
181,Moe,104.0,170000,0.06729411764705882,0.045173891819142664,H,0.11246800946620149
182,Newborough,104.0,215000,0.053209302325581395,0.039966587255440666,H,0.09317588958102206
183,Morwell,279.0,150000,0.06933333333333333,0.025449899701238676,H,0.094783233034572
184,Ocean Grove,94.0,515000,0.035339805825242716,0.06084615713163344,H,0.09618596295687615
185,Barwon Heads,94.0,715000,0.025454545454545455,0.07150787611439813,H,0.09696242156894358
186,Portland,140.0,210000,0.05819047619047619,0.032116967024860665,H,0.09030744321533685
187,Sale,191.0,300000,0.045066666666666665,0.026583631304232025,H,0.0716502979708987
188,Maffra,191.0,215000,0.06288372093023256,0.024592136571565337,H,0.0874758575017979
189,Seymour,84.0,213000,0.059812206572769956,0.050099237601330726,H,0.10991144417410068
190,Shepparton,676.0,243000,0.057777777777777775,0.021259925442493444,H,0.07903770322027122
191,Swan Hill,151.0,230000,0.05652173913043478,0.01926097122934567,H,0.07578271035978046
192,Torquay,215.0,580000,0.03586206896551724,0.05611697784384173,H,0.09197904680935898
193,Traralgon,416.0,275000,0.05237818181818182,0.035179236763065,H,0.08755741858124683
194,Warragul,196.0,320000,0.043875,0.06415793524592117,H,0.10803293524592117
195,Warrnambool,419.0,323000,0.04829721362229102,0.022911287200176877,H,0.07120850082246791
196,Wodonga,544.0,296500,0.05086003372681282,0.03251417399082501,H,0.08337420771763783
